name,provider_name,abn,slug,email,phone,website,government_listing_url,address_line_1,address_line_2,suburb,state,postcode,latitude,longitude,status,source_primary,facility_type,beds,one_line_description,long_description,overview_heading,provider_overview,accommodation_summary,pricing_summary,care_types,specialties,languages,room_types,feature_tags,other_tags,hero_badges,services_included,amenities,allied_health,food_highlights,visiting_hours,admissions_process,waiting_list_summary,transport_notes,nearby_hospitals,faq_items,review_summary,review_count,primary_photo_url,gallery_image_urls,rad_from,rad_to,dap_from,dap_to,availability_status,active_vacancies,website_says_vacancies,website_checked_at,website_source_url,facility_confirmed_vacancies,facility_confirmed_at,facility_confirmation_source,conflict_flag,verified_at,last_profile_scan_at,internal_notes,facility_row_id,primary_photo_id,gallery_photo_ids,primary_photo_local_path,gallery_photo_local_paths
Provectus Care PTY Limited Residential Permanent,Provectus Care Pty Limited,,provectus-care-pty-limited-residential-permanent,fm@hqac.com.au,07 5655 3200,http://www.hqac.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/5jz6z4hwb-provectus-care-pty-limited/aged-care-homes/provectus-care-pty-limited-residential-permanent-79qydtnw8,36 COMPASS Drive,,BIGGERA WATERS,QLD,4216,,,active,myagedcare,residential_aged_care,,,,,,,,,,,,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T16:41:28.821Z,,,,,,
Pine Lodge Home For The Aged,The Russian Benevolent Association for Homes for the Aged,,pine-lodge-home-for-the-aged,manager@pinelodgehome.com.au,07 3277 5841,http://www.pinelodgehome.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/1ssg1vtj-the-russian-benevolent-association-for-homes/aged-care-homes/pine-lodge-home-for-the-aged-wx6xd6mg,18 BALHAM Road,,ROCKLEA,QLD,4106,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Room type One - Block A|Room type Three|Room type Three - Block A|Room type Two|Room type Two - Block A|Room type One,,,,Nursing|Medication management|Dietitian,,,$19/day spend; 100% satisfaction; prepared onsite,,,,,,,,,,,,,52.40,114.23,unknown,,unknown,,,unknown,,,,,2026-03-19T16:43:02.440Z,,,,,,
Infinite Care Cleveland,Senjah Pty. Ltd.,,infinite-care-cleveland,clevelandfm@infin8care.com.au,07 3286 6879,http://www.infin8care.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/322738s4-senjah-pty-ltd/aged-care-homes/infinite-care-cleveland-xvzvgs89,156-162 BAY Street,,CLEVELAND,QLD,4163,,,active,myagedcare,residential_aged_care,,,Infinite Care Cleveland is situated in the exclusive Bayside suburb of Cleveland. This convenient and peaceful harbourside location affords residents pleasant Redland Bay breezes and direct access to public transport to allow them the independence to move around the community at their leisure.,,,,,,,,Availability|Superior|Signature|Deluxe|Companion|Signature Plus,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 73% satisfaction; prepared onsite,,,,,,,,,,,,,175.00,202.43,unknown,,unknown,,,unknown,,,,,2026-03-19T16:43:18.424Z,,,,,,
Bolton Clarke Capella Bay,RSL Care RDNS Limited,,bolton-clarke-capella-bay,capellabayrac@boltonclarke.com.au,07 3119 3100,http://www.boltonclarke.com.au/living-options/residential-aged-care/capellabay/,https://www.myagedcare.gov.au/find-a-provider/search/hmg3mwqjvz-rsl-care-rdns-limited/aged-care-homes/bolton-clarke-capella-bay-1x796nbvfz,260 OLD CLEVELAND Road East,,CAPALABA,QLD,4157,,,active,myagedcare,residential_aged_care,,,"As Australia’s largest independent not-for-profit aged care provider, Bolton Clarke is shaping the future of positive ageing. Our homes are welcoming and safe communities where lifestyle, social connection and individual interests are celebrated, and quality care comes from the heart. Located in the beautiful bayside region of Capalaba, CapellaBay is a Signature home that provides high-quality aged care in a friendly, secure and comfortable residential environment. Our home provides the peace-of-mind of having a Registered Nurse on duty 24/7. Working together with you and your family, we provide personalised care that responds as needs change, including highly specialised care and dementia support, with wellness programs created around your preferences. There is so much space to relax and enjoy community life at CapellaBay.",,,,,Dementia,,,Availability|Superior|Deluxe,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 88% satisfaction; prepared onsite,,,,,,,,,,,,,157.19,167.67,unknown,,unknown,,,unknown,,,,,2026-03-19T16:45:14.349Z,,,,,,
St Vincent's Care Services Southport,St Vincent's Care Services Ltd,,st-vincents-care-services-southport,svcs.info@svha.org.au,1300 719 243,https://www.svcs.org.au/locations/queensland/southport,https://www.myagedcare.gov.au/find-a-provider/search/wxxhwbws-st-vincent-s-care-services-ltd/aged-care-homes/st-vincent-s-care-services-southport-l8p8jc41,32 Bauer Street,,SOUTHPORT,QLD,4215,,,active,myagedcare,residential_aged_care,,,"Imagine placing your loved one in an aged care home where they feel welcome, valued and safe.",,,,,,,,Availability|Superior Room|Deluxe Couples Suite|Deluxe Memory Care Room|Deluxe Room|Premium Couples Suite|Premium Room,,,,Nursing|Medication management|Dietitian,,,$20/day spend; 67% satisfaction; prepared onsite,,,,,,,,,,,,,94.32,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T16:46:00.679Z,,,,,,
Redland Residential Care Facility,Metro South Hospital and Health Service,,redland-residential-care-facility,juan.song@health.qld.gov.au,07 3488 3800,,https://www.myagedcare.gov.au/find-a-provider/search/p55zn1ty-metro-south-hospital-and-health-service/aged-care-homes/redland-residential-care-facility-n19122fp,3 WEIPPIN Street,,CLEVELAND,QLD,4163,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Standard Room|Standard Room,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T16:46:56.030Z,,,,,,
Blue Care Lawnton Pine Woods Aged Care Facility,UnitingCare Queensland Limited,,blue-care-lawnton-pine-woods-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/lawnton-pine-woods,https://www.myagedcare.gov.au/find-a-provider/search/g33bg6vy-unitingcare-queensland-limited/aged-care-homes/blue-care-lawnton-pine-woods-aged-care-facility-m0q010ml,260 Francis Road,,LAWNTON,QLD,4501,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single Room with Private Ensuite|Deluxe Single Room with Private Ensuite|Single Room with No Ensuite in a Memory Support Unit|Single Room with Shared Ensuite|Currently available|Single Room with Shared Ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,123.66,125.75,unknown,,unknown,,,unknown,,,,,2026-03-19T16:48:44.562Z,,,,,,
Bolton Clarke Fernhill,RSL Care RDNS Limited,,bolton-clarke-fernhill,fernhillrac@boltonclarke.com.au,07 5490 6309,https://www.boltonclarke.com.au/living-options/residential-aged-care/fernhill/,https://www.myagedcare.gov.au/find-a-provider/search/2rr92cqg-rsl-care-rdns-limited/aged-care-homes/bolton-clarke-fernhill-n1916y09,81-103 KING Street,,CABOOLTURE,QLD,4510,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite,,,Availability|Superior|Premium Plus,,,,Nursing|Medication management|Dietitian,,,$18/day spend; 36% satisfaction; offsite,,,,,,,,,,,,,141.47,145.66,unknown,,unknown,,,unknown,,,,,2026-03-19T16:49:15.916Z,,,,,,
Caloundra Place Care Community,DPG Services Pty Ltd,,caloundra-place-care-community,contact.centre@opalhealthcare.com.au,07 5390 0200,https://www.opalhealthcare.com.au/residential-aged-care/caloundra-place,https://www.myagedcare.gov.au/find-a-provider/search/kjsv4k32-dpg-services-pty-ltd/aged-care-homes/caloundra-place-care-community-mlbgwkkz,4 LYON Street,,DICKY BEACH,QLD,4551,,,active,myagedcare,residential_aged_care,,,"Caloundra Place Care Community is well-positioned to enjoy the best that the beautiful Sunshine Coast has to offer. We are well known in the region for our ability to support residents living with complex needs. Our diverse mix of cultural heritage is a point of connection for residents, and our support group for family and friends, The Friendship Circle, is part of the heart of our Care Community.",,,,,,,,Availability|Classic|Standard Companion,,,,Nursing|Medication management,,,$12/day spend; 69% satisfaction; prepared onsite,,,,,,,,,,,,,80.69,114.23,unknown,,unknown,,,unknown,,,,,2026-03-19T16:49:46.745Z,,,,,,
Ozcare Villa Vincent,Ozcare,,ozcare-villa-vincent,carefacility.townsville@ozcare.org.au,1800 692 273,http://www.ozcare.org.au/aged-care/aged-care-facilities/facilities/villa-vincent-townsville/,https://www.myagedcare.gov.au/find-a-provider/search/hffnhzxg-ozcare/aged-care-homes/ozcare-villa-vincent-wx6xp9r6,2 Acacia Street,,MUNDINGBURRA,QLD,4812,,,active,myagedcare,residential_aged_care,,,"Recently refurbished, Ozcare Villa Vincent is set on two hectares of land surrounded by beautifully landscaped tropical gardens. Villa Vincent offers climate-controlled comfort in the hot summer months and private patios and covered walk ways for all-weather strolls.",,,,,,,,Availability|Currently available|Single room with private ensuite|Currently available|Shared room with ensuite,,,,Nursing|Medication management|Dietitian,,,$18/day spend; 81% satisfaction; prepared onsite,,,,,,,,,,,,,79.64,94.32,unknown,,unknown,,,unknown,,,,,2026-03-19T16:50:17.181Z,,,,,,
Regis Morayfield,Rockpool RAC (Morayfield) Pty Ltd,,regis-morayfield,advice@regis.com.au,1300 998 100,http://www.regis.com.au/residence/regis-morayfield,https://www.myagedcare.gov.au/find-a-provider/search/1msqw8pwp-rockpool-rac-morayfield-pty-ltd/aged-care-homes/regis-morayfield-49hxfxf9g,49 AMY Street,,MORAYFIELD,QLD,4506,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Private Premium|Private Select,,,,Nursing|Medication management|Dietitian,,,$19/day spend; 76% satisfaction; prepared onsite,,,,,,,,,,,,,114.19,173.01,unknown,,unknown,,,unknown,,,,,2026-03-19T16:51:28.913Z,,,,,,
Blue Care Mackay Homefield Aged Care Facility,UnitingCare Queensland Limited,,blue-care-mackay-homefield-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/mackay-homefield,https://www.myagedcare.gov.au/find-a-provider/search/kjj0r75c-unitingcare-queensland-limited/aged-care-homes/blue-care-mackay-homefield-aged-care-facility-c5kp8f2f,87-95 GEORGE Street,,MACKAY,QLD,4740,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room + private ensuite|Single room + shared bathroom,,,,Nursing|Medication management,,,,,,,,,,,,,,,,79.64,81.74,unknown,,unknown,,,unknown,,,,,2026-03-19T16:54:19.929Z,,,,,,
Churches Of Christ Gracehaven Aged Care Service,Churches of Christ in Queensland,,churches-of-christ-gracehaven-aged-care-service,gracehavenacs@cofcqld.com.au,07 4153 8000,https://www.cofc.com.au/residentialagedcare/locations/residential-aged-care?locid=92,https://www.myagedcare.gov.au/find-a-provider/search/1ssg1qgf-churches-of-christ-in-queensland/aged-care-homes/churches-of-christ-gracehaven-aged-care-32m2v6xy,,,,QLD,4670,,,active,myagedcare,residential_aged_care,,,"Churches of Christ Care Gracehaven Aged Care Service is a 115-bed, resident care service offering a range of personal care, therapies and accommodation. The service is also conveniently co-located with Gracehaven Retirement Village, which can be beneficial for people who may have changing care and accommodation needs.",,,,,,,,Availability|Premium|Standard Plus|Standard|Companionship 2|Standard Plus|Standard,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 87% satisfaction; prepared onsite,,,,,,,,,,,,,57.64,94.32,unknown,,unknown,,,unknown,,,,,2026-03-19T17:00:05.231Z,,,,,,
Carinya Home For The Aged,Carinya Home for the Aged,,carinya-home-for-the-aged,admin@carinyahome.org.au,07 4091 2177,http://www.carinyahome.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/5jjc5l8c-carinya-home-for-the-aged/aged-care-homes/carinya-home-for-the-aged-n191l2lf,1 MILLS Street,,ATHERTON,QLD,4883,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Barron Court Rooms|Kevin Wadley Lodge - Walsh Court|Enid Collins Lodge|Jim Chapman Lodge|Kevin Wadley Lodge - Walsh Court,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 77% satisfaction; prepared onsite,,,,,,,,,,,,,89.08,103.75,unknown,,unknown,,,unknown,,,,,2026-03-19T17:02:20.252Z,,,,,,
Blue Care Rothwell Nazarene Aged Care Facility,UnitingCare Queensland Limited,,blue-care-rothwell-nazarene-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/rothwell-nazarene,https://www.myagedcare.gov.au/find-a-provider/search/rddtr3gv-unitingcare-queensland-limited/aged-care-homes/blue-care-rothwell-nazarene-aged-care-facility-yv5vwh0,25-29 Higgs Street,,ROTHWELL,QLD,4022,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Deluxe Single Room with Private Ensuite|Single Room with Private Ensuite|Single Room with Private Ensuite in a Memory Support Unit,,,,Nursing|Medication management,,,,,,,,,,,,,,,,132.04,140.42,unknown,,unknown,,,unknown,,,,,2026-03-19T17:03:07.138Z,,,,,,
Ballycara Aged Care,Ballycara Limited,,ballycara-aged-care,njoy@ballycara.com,1300 272 222,https://www.ballycara.com/residential-care,https://www.myagedcare.gov.au/find-a-provider/search/322738x6-ballycara-limited/aged-care-homes/ballycara-aged-care-p7t5n5p,,,,QLD,4020,,,active,myagedcare,residential_aged_care,,,"At BallyCara, we are more than a place to live - we are a warm welcoming community where Residents feel supported, valued, and connected. Our beautiful coastal location and friendly environment create a sense of belonging where Residents can continue to live with purpose and joy.",,,,,,,,Availability|Hibernian Villa - Frangipani/Hibiscus|Sunnyside Jacana/ Heron (Memory Support)|Hibernian Villa - Pelican/Egret Premium|Hibernian Villa - Frangipani/Hibiscus (With Patio)|Hibernian Villa - Pelican/Egret|Hibernian Villa - Pelican/Egret (Shared Ensuite)|Hibernian Villa - Pelican/Egret (Shared Ensuite),,,,Nursing|Medication management|Dietitian,,,$14/day spend; 89% satisfaction; prepared onsite,,,,,,,,,,,,,88.45,118.42,unknown,,unknown,,,unknown,,,,,2026-03-19T17:05:41.908Z,,,,,,
Respect Maleny Erowal,Respect Group Limited,,respect-maleny-erowal,corrine.hough@respect.com.au,07 5494 3844,,https://www.myagedcare.gov.au/find-a-provider/search/nwbfv7q1vz-respect-group-limited/aged-care-homes/respect-maleny-erowal-1x76mjrdtd,1274 LANDSBOROUGH - MALENY Road,,MALENY,QLD,4552,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Deluxe Room|Standard Room|Standard Room,,,,Nursing|Medication management,,,,,,,,,,,,,,,,126.88,126.88,unknown,,unknown,,,unknown,,,,,2026-03-19T17:08:24.579Z,,,,,,
Riverview Gardens Aged Care Plus Centre,The Salvation Army (NSW) Property Trust,,riverview-gardens-aged-care-plus-centre,agedcare.enquiries@salvationarmy.org.au,1300 111 227,https://agedcare.salvos.org.au/residential-aged-care/riverview-aged-care-centre/,https://www.myagedcare.gov.au/find-a-provider/search/jrhqbxyr6p-the-salvation-army-nsw-property-trust/aged-care-homes/riverview-gardens-aged-care-plus-centre-4j82y35hzy,2 MOGGILL FERRY Road,,RIVERVIEW,QLD,4303,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Category 2|Category 3|Category 4|Category 4|Category 1 (Unit),,,,Nursing|Medication management,,,,,,,,,,,,,,,,78.60,94.32,unknown,,unknown,,,unknown,,,,,2026-03-19T17:09:41.075Z,,,,,,
Regis Whitfield,Regis Aged Care Pty Ltd,,regis-whitfield,advice@regis.com.au,1300 998 100,https://www.regis.com.au/residence/regis-whitfield/,https://www.myagedcare.gov.au/find-a-provider/search/syjf6vvvm-regis-aged-care-pty-ltd/aged-care-homes/regis-whitfield-73n1hry0d,82-120 McManus Street,,WHITFIELD,QLD,4870,,,active,myagedcare,residential_aged_care,,,Regis Whitfield is an award winning architecturally designed home with balconies capitalising on the best views in the area as it is surrounded by lush green mountains ranges such as Mount Whitfield that cradle the Botanical Gardens.,,,,,,,,Availability|Private Superior|Private Premium|Private Select,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 96% satisfaction; offsite,,,,,,,,,,,,,124.50,136.95,unknown,,unknown,,,unknown,,,,,2026-03-19T17:10:11.465Z,,,,,,
Sunnymeade Park Aged Care Community,DPG Services Pty Ltd,,sunnymeade-park-aged-care-community,contact.centre@opalhealthcare.com.au,07 5495 4233,http://www.opalhealthcare.com.au/residential-aged-care/cabooltureparklands,https://www.myagedcare.gov.au/find-a-provider/search/ktnv8dqvmf-dpg-services-pty-ltd/aged-care-homes/sunnymeade-park-aged-care-community-yb2kxqrkyf,362-376 King Street,,CABOOLTURE,QLD,4510,,,active,myagedcare,residential_aged_care,,,,,,,,,,,,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T17:11:23.182Z,,,,,,
Tricare Bundaberg Aged Care Residence,TriCare Aged Care Pty Ltd,,tricare-bundaberg-aged-care-residence,agedcare@tricare.com.au,07 3360 9011,https://www.tricare.com.au/aged-care/regional-queensland/bundaberg-aged-care-residence/?utm_source=m,https://www.myagedcare.gov.au/find-a-provider/search/0nyk9137kx-tricare-aged-care-pty-ltd/aged-care-homes/tricare-bundaberg-aged-care-residence-96kvpfptk4,12 FE WALKER Street,,KEPNOCK,QLD,4670,,,active,myagedcare,residential_aged_care,,,,,,,,Palliative,,,Availability|Classic Single Room with Private Ensuite|Classic Single Room with Shared Bathroom|Classic Companion Room with Shared Bathroom|Classic Companion Room with Shared Ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,62.88,73.36,unknown,,unknown,,,unknown,,,,,2026-03-19T17:15:44.341Z,,,,,,
